Country Name,Country Code,Indicator Name,Indicator Code,Attribute,1920,1920Q1,1920M1,1920M2,1920M3,1920Q2,1920M4,1920M5,1920M6,1920Q3,1920M7,1920M8,1920M9,1920Q4,1920M10,1920M11,1920M12,1921,1921Q1,1921M1,1921M2,1921M3,1921Q2,1921M4,1921M5,1921M6,1921Q3,1921M7,1921M8,1921M9,1921Q4,1921M10,1921M11,1921M12,1922,1922Q1,1922M1,1922M2,1922M3,1922Q2,1922M4,1922M5,1922M6,1922Q3,1922M7,1922M8,1922M9,1922Q4,1922M10,1922M11,1922M12,1923,1923Q1,1923M1,1923M2,1923M3,1923Q2,1923M4,1923M5,1923M6,1923Q3,1923M7,1923M8,1923M9,1923Q4,1923M10,1923M11,1923M12,1924,1924Q1,1924M1,1924M2,1924M3,1924Q2,1924M4,1924M5,1924M6,1924Q3,1924M7,1924M8,1924M9,1924Q4,1924M10,1924M11,1924M12,1925,1925Q1,1925M1,1925M2,1925M3,1925Q2,1925M4,1925M5,1925M6,1925Q3,1925M7,1925M8,1925M9,1925Q4,1925M10,1925M11,1925M12,1926,1926Q1,1926M1,1926M2,1926M3,1926Q2,1926M4,1926M5,1926M6,1926Q3,1926M7,1926M8,1926M9,1926Q4,1926M10,1926M11,1926M12,1927,1927Q1,1927M1,1927M2,1927M3,1927Q2,1927M4,1927M5,1927M6,1927Q3,1927M7,1927M8,1927M9,1927Q4,1927M10,1927M11,1927M12,1928,1928Q1,1928M1,1928M2,1928M3,1928Q2,1928M4,1928M5,1928M6,1928Q3,1928M7,1928M8,1928M9,1928Q4,1928M10,1928M11,1928M12,1929,1929Q1,1929M1,1929M2,1929M3,1929Q2,1929M4,1929M5,1929M6,1929Q3,1929M7,1929M8,1929M9,1929Q4,1929M10,1929M11,1929M12,1930,1930Q1,1930M1,1930M2,1930M3,1930Q2,1930M4,1930M5,1930M6,1930Q3,1930M7,1930M8,1930M9,1930Q4,1930M10,1930M11,1930M12,1931,1931Q1,1931M1,1931M2,1931M3,1931Q2,1931M4,1931M5,1931M6,1931Q3,1931M7,1931M8,1931M9,1931Q4,1931M10,1931M11,1931M12,1932,1932Q1,1932M1,1932M2,1932M3,1932Q2,1932M4,1932M5,1932M6,1932Q3,1932M7,1932M8,1932M9,1932Q4,1932M10,1932M11,1932M12,1933,1933Q1,1933M1,1933M2,1933M3,1933Q2,1933M4,1933M5,1933M6,1933Q3,1933M7,1933M8,1933M9,1933Q4,1933M10,1933M11,1933M12,1934,1934Q1,1934M1,1934M2,1934M3,1934Q2,1934M4,1934M5,1934M6,1934Q3,1934M7,1934M8,1934M9,1934Q4,1934M10,1934M11,1934M12,1935,1935Q1,1935M1,1935M2,1935M3,1935Q2,1935M4,1935M5,1935M6,1935Q3,1935M7,1935M8,1935M9,1935Q4,1935M10,1935M11,1935M12,1936,1936Q1,1936M1,1936M2,1936M3,1936Q2,1936M4,1936M5,1936M6,1936Q3,1936M7,1936M8,1936M9,1936Q4,1936M10,1936M11,1936M12,1937,1937Q1,1937M1,1937M2,1937M3,1937Q2,1937M4,1937M5,1937M6,1937Q3,1937M7,1937M8,1937M9,1937Q4,1937M10,1937M11,1937M12,1938,1938Q1,1938M1,1938M2,1938M3,1938Q2,1938M4,1938M5,1938M6,1938Q3,1938M7,1938M8,1938M9,1938Q4,1938M10,1938M11,1938M12,1939,1939Q1,1939M1,1939M2,1939M3,1939Q2,1939M4,1939M5,1939M6,1939Q3,1939M7,1939M8,1939M9,1939Q4,1939M10,1939M11,1939M12,1940,1940Q1,1940M1,1940M2,1940M3,1940Q2,1940M4,1940M5,1940M6,1940Q3,1940M7,1940M8,1940M9,1940Q4,1940M10,1940M11,1940M12,1941,1941Q1,1941M1,1941M2,1941M3,1941Q2,1941M4,1941M5,1941M6,1941Q3,1941M7,1941M8,1941M9,1941Q4,1941M10,1941M11,1941M12,1942,1942Q1,1942M1,1942M2,1942M3,1942Q2,1942M4,1942M5,1942M6,1942Q3,1942M7,1942M8,1942M9,1942Q4,1942M10,1942M11,1942M12,1943,1943Q1,1943M1,1943M2,1943M3,1943Q2,1943M4,1943M5,1943M6,1943Q3,1943M7,1943M8,1943M9,1943Q4,1943M10,1943M11,1943M12,1944,1944Q1,1944M1,1944M2,1944M3,1944Q2,1944M4,1944M5,1944M6,1944Q3,1944M7,1944M8,1944M9,1944Q4,1944M10,1944M11,1944M12,1945,1945Q1,1945M1,1945M2,1945M3,1945Q2,1945M4,1945M5,1945M6,1945Q3,1945M7,1945M8,1945M9,1945Q4,1945M10,1945M11,1945M12,1946,1946Q1,1946M1,1946M2,1946M3,1946Q2,1946M4,1946M5,1946M6,1946Q3,1946M7,1946M8,1946M9,1946Q4,1946M10,1946M11,1946M12,1947,1947Q1,1947M1,1947M2,1947M3,1947Q2,1947M4,1947M5,1947M6,1947Q3,1947M7,1947M8,1947M9,1947Q4,1947M10,1947M11,1947M12,1948,1948Q1,1948M1,1948M2,1948M3,1948Q2,1948M4,1948M5,1948M6,1948Q3,1948M7,1948M8,1948M9,1948Q4,1948M10,1948M11,1948M12,1949,1949Q1,1949M1,1949M2,1949M3,1949Q2,1949M4,1949M5,1949M6,1949Q3,1949M7,1949M8,1949M9,1949Q4,1949M10,1949M11,1949M12,1950,1950Q1,1950M1,1950M2,1950M3,1950Q2,1950M4,1950M5,1950M6,1950Q3,1950M7,1950M8,1950M9,1950Q4,1950M10,1950M11,1950M12,1951,1951Q1,1951M1,1951M2,1951M3,1951Q2,1951M4,1951M5,1951M6,1951Q3,1951M7,1951M8,1951M9,1951Q4,1951M10,1951M11,1951M12,1952,1952Q1,1952M1,1952M2,1952M3,1952Q2,1952M4,1952M5,1952M6,1952Q3,1952M7,1952M8,1952M9,1952Q4,1952M10,1952M11,1952M12,1953,1953Q1,1953M1,1953M2,1953M3,1953Q2,1953M4,1953M5,1953M6,1953Q3,1953M7,1953M8,1953M9,1953Q4,1953M10,1953M11,1953M12,1954,1954Q1,1954M1,1954M2,1954M3,1954Q2,1954M4,1954M5,1954M6,1954Q3,1954M7,1954M8,1954M9,1954Q4,1954M10,1954M11,1954M12,1955,1955Q1,1955M1,1955M2,1955M3,1955Q2,1955M4,1955M5,1955M6,1955Q3,1955M7,1955M8,1955M9,1955Q4,1955M10,1955M11,1955M12,1956,1956Q1,1956M1,1956M2,1956M3,1956Q2,1956M4,1956M5,1956M6,1956Q3,1956M7,1956M8,1956M9,1956Q4,1956M10,1956M11,1956M12,1957,1957Q1,1957M1,1957M2,1957M3,1957Q2,1957M4,1957M5,1957M6,1957Q3,1957M7,1957M8,1957M9,1957Q4,1957M10,1957M11,1957M12,1958,1958Q1,1958M1,1958M2,1958M3,1958Q2,1958M4,1958M5,1958M6,1958Q3,1958M7,1958M8,1958M9,1958Q4,1958M10,1958M11,1958M12,1959,1959Q1,1959M1,1959M2,1959M3,1959Q2,1959M4,1959M5,1959M6,1959Q3,1959M7,1959M8,1959M9,1959Q4,1959M10,1959M11,1959M12,1960,1960Q1,1960M1,1960M2,1960M3,1960Q2,1960M4,1960M5,1960M6,1960Q3,1960M7,1960M8,1960M9,1960Q4,1960M10,1960M11,1960M12,1961,1961Q1,1961M1,1961M2,1961M3,1961Q2,1961M4,1961M5,1961M6,1961Q3,1961M7,1961M8,1961M9,1961Q4,1961M10,1961M11,1961M12,1962,1962Q1,1962M1,1962M2,1962M3,1962Q2,1962M4,1962M5,1962M6,1962Q3,1962M7,1962M8,1962M9,1962Q4,1962M10,1962M11,1962M12,1963,1963Q1,1963M1,1963M2,1963M3,1963Q2,1963M4,1963M5,1963M6,1963Q3,1963M7,1963M8,1963M9,1963Q4,1963M10,1963M11,1963M12,1964,1964Q1,1964M1,1964M2,1964M3,1964Q2,1964M4,1964M5,1964M6,1964Q3,1964M7,1964M8,1964M9,1964Q4,1964M10,1964M11,1964M12,1965,1965Q1,1965M1,1965M2,1965M3,1965Q2,1965M4,1965M5,1965M6,1965Q3,1965M7,1965M8,1965M9,1965Q4,1965M10,1965M11,1965M12,1966,1966Q1,1966M1,1966M2,1966M3,1966Q2,1966M4,1966M5,1966M6,1966Q3,1966M7,1966M8,1966M9,1966Q4,1966M10,1966M11,1966M12,1967,1967Q1,1967M1,1967M2,1967M3,1967Q2,1967M4,1967M5,1967M6,1967Q3,1967M7,1967M8,1967M9,1967Q4,1967M10,1967M11,1967M12,1968,1968Q1,1968M1,1968M2,1968M3,1968Q2,1968M4,1968M5,1968M6,1968Q3,1968M7,1968M8,1968M9,1968Q4,1968M10,1968M11,1968M12,1969,1969Q1,1969M1,1969M2,1969M3,1969Q2,1969M4,1969M5,1969M6,1969Q3,1969M7,1969M8,1969M9,1969Q4,1969M10,1969M11,1969M12,1970,1970Q1,1970M1,1970M2,1970M3,1970Q2,1970M4,1970M5,1970M6,1970Q3,1970M7,1970M8,1970M9,1970Q4,1970M10,1970M11,1970M12,1971,1971Q1,1971M1,1971M2,1971M3,1971Q2,1971M4,1971M5,1971M6,1971Q3,1971M7,1971M8,1971M9,1971Q4,1971M10,1971M11,1971M12,1972,1972Q1,1972M1,1972M2,1972M3,1972Q2,1972M4,1972M5,1972M6,1972Q3,1972M7,1972M8,1972M9,1972Q4,1972M10,1972M11,1972M12,1973,1973Q1,1973M1,1973M2,1973M3,1973Q2,1973M4,1973M5,1973M6,1973Q3,1973M7,1973M8,1973M9,1973Q4,1973M10,1973M11,1973M12,1974,1974Q1,1974M1,1974M2,1974M3,1974Q2,1974M4,1974M5,1974M6,1974Q3,1974M7,1974M8,1974M9,1974Q4,1974M10,1974M11,1974M12,1975,1975Q1,1975M1,1975M2,1975M3,1975Q2,1975M4,1975M5,1975M6,1975Q3,1975M7,1975M8,1975M9,1975Q4,1975M10,1975M11,1975M12,1976,1976Q1,1976M1,1976M2,1976M3,1976Q2,1976M4,1976M5,1976M6,1976Q3,1976M7,1976M8,1976M9,1976Q4,1976M10,1976M11,1976M12,1977,1977Q1,1977M1,1977M2,1977M3,1977Q2,1977M4,1977M5,1977M6,1977Q3,1977M7,1977M8,1977M9,1977Q4,1977M10,1977M11,1977M12,1978,1978Q1,1978M1,1978M2,1978M3,1978Q2,1978M4,1978M5,1978M6,1978Q3,1978M7,1978M8,1978M9,1978Q4,1978M10,1978M11,1978M12,1979,1979Q1,1979M1,1979M2,1979M3,1979Q2,1979M4,1979M5,1979M6,1979Q3,1979M7,1979M8,1979M9,1979Q4,1979M10,1979M11,1979M12,1980,1980Q1,1980M1,1980M2,1980M3,1980Q2,1980M4,1980M5,1980M6,1980Q3,1980M7,1980M8,1980M9,1980Q4,1980M10,1980M11,1980M12,1981,1981Q1,1981M1,1981M2,1981M3,1981Q2,1981M4,1981M5,1981M6,1981Q3,1981M7,1981M8,1981M9,1981Q4,1981M10,1981M11,1981M12,1982,1982Q1,1982M1,1982M2,1982M3,1982Q2,1982M4,1982M5,1982M6,1982Q3,1982M7,1982M8,1982M9,1982Q4,1982M10,1982M11,1982M12,1983,1983Q1,1983M1,1983M2,1983M3,1983Q2,1983M4,1983M5,1983M6,1983Q3,1983M7,1983M8,1983M9,1983Q4,1983M10,1983M11,1983M12,1984,1984Q1,1984M1,1984M2,1984M3,1984Q2,1984M4,1984M5,1984M6,1984Q3,1984M7,1984M8,1984M9,1984Q4,1984M10,1984M11,1984M12,1985,1985Q1,1985M1,1985M2,1985M3,1985Q2,1985M4,1985M5,1985M6,1985Q3,1985M7,1985M8,1985M9,1985Q4,1985M10,1985M11,1985M12,1986,1986Q1,1986M1,1986M2,1986M3,1986Q2,1986M4,1986M5,1986M6,1986Q3,1986M7,1986M8,1986M9,1986Q4,1986M10,1986M11,1986M12,1987,1987Q1,1987M1,1987M2,1987M3,1987Q2,1987M4,1987M5,1987M6,1987Q3,1987M7,1987M8,1987M9,1987Q4,1987M10,1987M11,1987M12,1988,1988Q1,1988M1,1988M2,1988M3,1988Q2,1988M4,1988M5,1988M6,1988Q3,1988M7,1988M8,1988M9,1988Q4,1988M10,1988M11,1988M12,1989,1989Q1,1989M1,1989M2,1989M3,1989Q2,1989M4,1989M5,1989M6,1989Q3,1989M7,1989M8,1989M9,1989Q4,1989M10,1989M11,1989M12,1990,1990Q1,1990M1,1990M2,1990M3,1990Q2,1990M4,1990M5,1990M6,1990Q3,1990M7,1990M8,1990M9,1990Q4,1990M10,1990M11,1990M12,1991,1991Q1,1991M1,1991M2,1991M3,1991Q2,1991M4,1991M5,1991M6,1991Q3,1991M7,1991M8,1991M9,1991Q4,1991M10,1991M11,1991M12,1992,1992Q1,1992M1,1992M2,1992M3,1992Q2,1992M4,1992M5,1992M6,1992Q3,1992M7,1992M8,1992M9,1992Q4,1992M10,1992M11,1992M12,1993,1993Q1,1993M1,1993M2,1993M3,1993Q2,1993M4,1993M5,1993M6,1993Q3,1993M7,1993M8,1993M9,1993Q4,1993M10,1993M11,1993M12,1994,1994Q1,1994M1,1994M2,1994M3,1994Q2,1994M4,1994M5,1994M6,1994Q3,1994M7,1994M8,1994M9,1994Q4,1994M10,1994M11,1994M12,1995,1995Q1,1995M1,1995M2,1995M3,1995Q2,1995M4,1995M5,1995M6,1995Q3,1995M7,1995M8,1995M9,1995Q4,1995M10,1995M11,1995M12,1996,1996Q1,1996M1,1996M2,1996M3,1996Q2,1996M4,1996M5,1996M6,1996Q3,1996M7,1996M8,1996M9,1996Q4,1996M10,1996M11,1996M12,1997,1997Q1,1997M1,1997M2,1997M3,1997Q2,1997M4,1997M5,1997M6,1997Q3,1997M7,1997M8,1997M9,1997Q4,1997M10,1997M11,1997M12,1998,1998Q1,1998M1,1998M2,1998M3,1998Q2,1998M4,1998M5,1998M6,1998Q3,1998M7,1998M8,1998M9,1998Q4,1998M10,1998M11,1998M12,1999,1999Q1,1999M1,1999M2,1999M3,1999Q2,1999M4,1999M5,1999M6,1999Q3,1999M7,1999M8,1999M9,1999Q4,1999M10,1999M11,1999M12,2000,2000Q1,2000M1,2000M2,2000M3,2000Q2,2000M4,2000M5,2000M6,2000Q3,2000M7,2000M8,2000M9,2000Q4,2000M10,2000M11,2000M12,2001,2001Q1,2001M1,2001M2,2001M3,2001Q2,2001M4,2001M5,2001M6,2001Q3,2001M7,2001M8,2001M9,2001Q4,2001M10,2001M11,2001M12,2002,2002Q1,2002M1,2002M2,2002M3,2002Q2,2002M4,2002M5,2002M6,2002Q3,2002M7,2002M8,2002M9,2002Q4,2002M10,2002M11,2002M12,2003,2003Q1,2003M1,2003M2,2003M3,2003Q2,2003M4,2003M5,2003M6,2003Q3,2003M7,2003M8,2003M9,2003Q4,2003M10,2003M11,2003M12,2004,2004Q1,2004M1,2004M2,2004M3,2004Q2,2004M4,2004M5,2004M6,2004Q3,2004M7,2004M8,2004M9,2004Q4,2004M10,2004M11,2004M12,2005,2005Q1,2005M1,2005M2,2005M3,2005Q2,2005M4,2005M5,2005M6,2005Q3,2005M7,2005M8,2005M9,2005Q4,2005M10,2005M11,2005M12,2006,2006Q1,2006M1,2006M2,2006M3,2006Q2,2006M4,2006M5,2006M6,2006Q3,2006M7,2006M8,2006M9,2006Q4,2006M10,2006M11,2006M12,2007,2007Q1,2007M1,2007M2,2007M3,2007Q2,2007M4,2007M5,2007M6,2007Q3,2007M7,2007M8,2007M9,2007Q4,2007M10,2007M11,2007M12,2008,2008Q1,2008M1,2008M2,2008M3,2008Q2,2008M4,2008M5,2008M6,2008Q3,2008M7,2008M8,2008M9,2008Q4,2008M10,2008M11,2008M12,2009,2009Q1,2009M1,2009M2,2009M3,2009Q2,2009M4,2009M5,2009M6,2009Q3,2009M7,2009M8,2009M9,2009Q4,2009M10,2009M11,2009M12,2010,2010Q1,2010M1,2010M2,2010M3,2010Q2,2010M4,2010M5,2010M6,2010Q3,2010M7,2010M8,2010M9,2010Q4,2010M10,2010M11,2010M12,2011,2011Q1,2011M1,2011M2,2011M3,2011Q2,2011M4,2011M5,2011M6,2011Q3,2011M7,2011M8,2011M9,2011Q4,2011M10,2011M11,2011M12,2012,2012Q1,2012M1,2012M2,2012M3,2012Q2,2012M4,2012M5,2012M6,2012Q3,2012M7,2012M8,2012M9,2012Q4,2012M10,2012M11,2012M12,2013,2013Q1,2013M1,2013M2,2013M3,2013Q2,2013M4,2013M5,2013M6,2013Q3,2013M7,2013M8,2013M9,2013Q4,2013M10,2013M11,2013M12,2014,2014Q1,2014M1,2014M2,2014M3,2014Q2,2014M4,2014M5,2014M6,2014Q3,2014M7,2014M8,2014M9,2014Q4,2014M10,2014M11,2014M12,2015,2015Q1,2015M1,2015M2,2015M3,2015Q2,2015M4,2015M5,2015M6,2015Q3,2015M7,2015M8,2015M9,2015Q4,2015M10,2015M11,2015M12,2016,2016Q1,2016M1,2016M2,2016M3,2016Q2,2016M4,2016M5,2016M6,2016Q3,2016M7,2016M8,2016M9,2016Q4,2016M10,2016M11,2016M12,2017,2017Q1,2017M1,2017M2,2017M3,2017Q2,2017M4,2017M5,2017M6,2017Q3,2017M7,2017M8,2017M9,2017Q4,2017M10,2017M11,2017M12,2018,2018Q1,2018M1,2018M2,2018M3,2018Q2,2018M4,2018M5,2018M6,2018Q3,2018M7,2018M8,2018M9,2018Q4,2018M10,2018M11,2018M12,2019,2019Q1,2019M1,2019M2,2019M3,2019Q2,2019M4,2019M5,2019M6,2019Q3,2019M7,2019M8,2019M9,2019Q4,2019M10,2019M11,2019M12,2020,2020Q1,2020M1,2020M2,2020M3,2020Q2,2020M4,2020M5,2020M6,2020Q3,2020M7,2020M8,2020M9,2020Q4,2020M10,2020M11,2020M12,2021,2021Q1,2021M1,2021M2,2021M3,2021Q2,2021M4,2021M5,2021M6,2021Q3,2021M7,2021M8,2021M9,2021Q4,2021M10,2021M11,2021M12,2022,2022Q1,2022M1,2022M2,2022M3,2022Q2,2022M4,2022M5,2022M6,2022Q3,2022M7,2022M8,2022M9,2022Q4,2022M10,2022M11,2022M12,2023,2023Q1,2023M1,2023M2,2023M3,2023Q2,2023M4,2023M5,2023M6,2023Q3,2023M7,2023M8,2023M9,Base Year,
"Argentina","213","Financial, Interest Rates, Lending Rate, Percent per annum","FILR_PA","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.5575",,,,,,,,,,,,,,,,,"14.0875",,,,,,,,,,,,,,,,,"14.0608333333333",,,,,,,,,,,,,,,,,"17.1491666666667",,,,,,,,,,,,,,,,,"24.0091666666667",,,,,,,,,,,,,,,,,"24.9158333333333",,,,,,,,,,,,,,,,,"31.2325",,,,,,,,,,,,,,,,,"26.5808333333333",,,,,,,,,,,,,,,,,"48.5166666666667",,,,,,,,,,,,,,,,,"67.2541666666667",,,,,,,,,,,,,,,,,"29.3875",,,,,,,,,,,,,,,,,"35.5583333333333",,,,,,,,,,,,,,,,,"52.3991666666667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Argentina","213","Financial, Interest Rates, Lending Rate, Percent per annum","FILR_PA","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.47",,,,"9.85",,,,"10.5933333333333",,,,"11.3166666666667",,,,,"11.0966666666667",,,,"11.25",,,,"12.6366666666667",,,,"21.3666666666667",,,,,"16.1433333333333",,,,"12.59",,,,"13.21",,,,"14.3",,,,,"14.46",,,,"16.4033333333333",,,,"17.21",,,,"20.5233333333333",,,,,"25.6066666666667",,,,"24.9466666666667",,,,"21.2966666666667",,,,"24.1866666666667",,,,,"24.5966666666667",,,,"21.8533333333333",,,,"25.2766666666667",,,,"27.9366666666667",,,,,"31.5433333333333",,,,"36.76",,,,"29.7766666666667",,,,"26.85",,,,,"24.8766666666667",,,,"25.3866666666667",,,,"26.84",,,,"29.22",,,,,"28.65",,,,"37.4933333333333",,,,"56.17",,,,"71.7533333333333",,,,,"58.0633333333333",,,,"70.7633333333333",,,,"75.59",,,,"64.6",,,,,"43.99",,,,"21.4266666666667",,,,"21.1166666666667",,,,"31.0166666666667",,,,,"35.2433333333333",,,,"36.0533333333333",,,,"35.6833333333333",,,,"35.2533333333333",,,,,"36.2733333333333",,,,"40.8166666666667",,,,"59.35",,,,"73.1566666666667",,,,,"74.87",,,,,,,,,,,,"",
